UNIQUEID,split
645749,train
447600,val
419565,train
652968,train
653985,train
653915,train
564221,test
625570,test
547328,train
525599,train
555163,train
631694,train
597854,train
653641,train
569824,train
526459,test
513972,train
521619,test
549604,val
608610,train
617529,train
500807,test
620298,test
540685,test
423405,train
618300,train
653812,train
425770,train
601494,train
547703,test
618912,train
536408,val
562962,train
653320,train
547673,train
569217,val
494491,train
518619,train
617552,train
653654,test
551503,test
586256,train
499373,train
516444,train
612501,test
556001,test
592377,train
653968,val
467312,train
638030,train
533349,train
500251,train
497073,test
654062,train
603146,train
566111,train
569202,train
551753,train
423964,val
552396,val
423334,train
637056,train
637087,train
653958,test
569433,test
510235,train
517888,test
553935,train
562366,train
428447,train
646397,train
514626,val
535480,train
535705,train
559070,train
567415,train
601326,train
431200,test
460539,train
508353,val
431856,train
582470,train
571654,test
439380,train
602918,test
440621,test
509128,train
606320,test
465281,test
567371,train
504150,train
615689,test
642173,val
477789,train
446234,train
529469,train
522982,train
564773,train
563325,train
419347,test
473900,train
501467,train
581329,train
441135,test
611212,test
508065,train
476154,train
519010,val
449140,train
543790,val
449142,train
484855,train
471314,train
587458,val
478678,train
463616,val
515357,train
449102,train
417986,train
517121,test
520656,val
575004,train
571717,train
461061,train
462944,train
488169,train
431952,val
426456,val
564677,train
454926,train
619281,train
489248,train
588440,train
477492,train
606266,val
537249,val
650972,train
509092,train
544335,train
419268,train
503626,train
653325,val
498828,train
592102,train
606674,train
533169,val
468604,train
601727,train
469706,test
491727,train
641181,train
442433,train
532758,train
441785,val
439313,train
428856,train
537207,val
593544,train
606870,val
498243,train
603054,train
599169,train
423079,train
605819,val
442387,train
498015,train
442543,train
538730,test
596539,val
478860,train
514688,train
526833,train
595754,train
595271,train
527051,train
475147,test
491674,train
418810,train
526940,test
604632,test
491311,train
539091,train
431474,train
498383,train
554363,train
599842,train
478704,test
538809,test
633412,train
439343,test
615198,test
459943,train
474120,train
474206,train
500459,train
458839,train
646841,train
615035,val
476221,train
474757,train
558981,train
558960,train
485909,val
612678,train
623374,val
648396,train
538631,train
539518,test
616191,val
541367,train
482507,val
628983,test
471574,train
563722,train
558811,train
547388,train
480593,train
459951,train
469488,val
645179,train
526180,train
562307,val
564212,test
486637,train
515225,train
470703,train
460950,train
616521,test
430616,train
458510,train
459030,train
627525,train
459491,train
506431,train
459630,train
634944,train
539842,train
459502,train
611131,val
516094,train
435188,val
437754,train
510173,train
441749,train
513317,val
585528,train
588178,train
513815,train
494617,test
613266,train
590116,train
438960,train
572539,train
436119,test
633806,val
636661,train
489391,train
478896,train
493317,train
443925,train
493244,train
525535,train
421226,val
533954,train
480808,val
494496,val
593914,train
571528,train
442516,val
486017,train
476994,train
500696,train
494524,train
461931,train
443954,train
593545,train
493335,train
569711,test
426206,test
476683,train
574547,train
575197,train
483683,train
584026,train
645569,val
517236,train
575896,train
460619,train
472783,test
461281,val
489178,train
535290,train
513529,train
484249,val
575802,test
489480,train
515791,val
441606,test
607453,train
489164,train
607236,train
478921,test
600911,train
515792,train
535314,val
518823,train
571487,train
569656,train
513533,train
495182,test
593804,train
447247,train
634054,train
515869,train
418909,train
477022,test
553196,train
493378,test
624695,train
434571,train
439211,train
516165,val
473322,train
439192,val
607227,train
569661,test
438687,test
645262,train
493198,train
444171,train
594807,train
482984,train
419710,train
533969,val
445182,train
579947,train
554238,train
599639,train
489211,test
474633,train
645744,train
588133,train
593908,train
493046,train
441464,val
496567,train
441471,train
575137,train
452820,train
452819,train
586248,train
473552,train
516200,train
436432,val
446121,train
424621,train
453321,train
486132,test
552197,test
552355,test
457948,train
560725,test
435792,train
480482,train
437168,train
582363,train
510791,train
525073,train
635937,train
534133,test
570972,val
549066,train
497393,train
624599,train
538572,test
611351,test
521063,val
569460,test
497654,train
577282,train
480831,train
553027,train
446569,train
517419,test
463503,train
627750,train
584453,val
464300,train
515323,train
624753,val
534462,train
454454,val
534813,train
584407,train
584313,test
543567,train
577230,val
431640,train
457116,val
453448,test
577267,train
508098,train
584532,train
538516,test
578950,train
493940,val
624449,train
434919,train
566352,val
560141,train
512546,train
508617,train
577424,train
430639,val
571182,val
463952,train
584553,train
495898,train
465975,test
430398,train
534118,train
434792,train
566364,train
624895,train
456670,test
584551,train
464713,train
507646,train
450775,train
486239,test
438694,train
469103,train
429701,train
469062,test
516885,train
517222,train
458293,test
457099,train
457751,test
457490,test
480285,train
544560,train
591953,test
621834,train
529002,train
584899,train
624138,train
556472,test
449792,train
632779,train
449353,val
458202,train
436049,train
530467,train
644868,train
455314,train
508835,train
481751,test
455288,train
548366,test
530134,test
652440,train
550754,train
555692,test
425075,train
527389,train
537806,train
486191,train
469270,train
469900,train
605028,train
443785,train
615815,train
651916,val
464195,test
482263,train
434768,train
459569,val
522044,train
437871,train
579605,train
581687,train
463599,test
424139,test
508934,train
485115,test
480914,train
493119,val
417910,test
570522,train
420868,train
644518,train
443298,train
516273,train
469057,val
445285,train
563235,val
476309,train
444522,train
484660,train
446113,train
524884,train
452634,val
612176,val
622188,train
621657,train
621286,train
569999,train
460119,val
509317,train
515207,train
616722,train
446758,train
503132,train
630582,val
502274,train
567534,train
608343,train
426287,train
610344,train
616660,train
462806,test
447242,val
458246,train
458271,train
638096,train
426383,train
456348,test
521967,train
583811,val
608277,train
516261,val
503070,val
651441,train
621457,test
625588,val
626857,train
446300,val
427820,train
610852,train
426659,test
492281,test
542820,train
494609,train
492956,train
549389,train
621493,train
419214,train
563551,train
630355,test
523161,train
583996,train
618941,train
493187,train
564589,test
426434,test
492451,train
494638,test
420360,train
499934,train
433584,train
643760,train
526818,train
581537,test
423130,test
496196,val
568831,val
649143,train
489525,train
485378,train
590714,test
591167,train
557731,test
554588,train
422655,train
450913,train
651148,train
489502,train
525542,train
554534,train
538918,train
574449,val
447442,train
498824,train
433639,test
444791,test
451149,train
495659,val
502431,val
536687,train
419552,train
568346,test
558483,train
574530,train
538980,train
575185,val
418098,train
650361,train
484152,train
527677,val
459104,train
590754,train
513109,train
574311,val
651235,train
533763,test
598277,train
590834,train
495579,train
423163,val
499927,val
534034,train
438063,train
638275,train
434039,test
492322,train
471770,train
476689,train
630857,test
508040,train
443523,train
432453,train
420561,train
613688,train
489463,test
490459,train
500793,train
433939,train
515928,test
512982,test
601308,val
593466,val
536364,train
559410,train
600070,train
528396,val
631676,train
597770,train
589754,test
491093,val
647240,train
606680,val
462015,val
601038,train
450877,train
476795,train
484284,train
634605,train
589746,train
476396,test
423971,train
506081,val
421189,train
589913,test
476889,train
483073,train
460896,train
473363,train
612613,val
538178,val
480749,test
577092,train
622220,test
601258,val
602756,test
596011,test
513140,train
538773,train
496632,val
435062,test
574427,train
529550,train
567567,test
486019,train
571529,val
444188,test
479681,train
496349,val
501530,train
649053,train
636472,test
538175,train
443514,test
516572,train
638467,val
574426,test
447210,train
462747,train
421146,train
614302,test
445420,val
562871,train
641748,train
516527,train
532942,train
607321,test
481173,train
523994,train
596383,train
544370,train
546437,train
446976,val
542905,train
474608,val
612508,train
483538,train
589935,val
500885,train
607170,val
545515,train
435390,train
518053,train
614187,test
510676,train
646466,train
510637,train
578999,train
508917,test
584368,val
642328,test
502714,test
639396,val
640412,train
481085,train
649385,train
636125,test
565657,train
573046,test
635023,train
643658,train
632363,test
474334,test
553444,train
647117,train
474165,train
643460,test
636912,train
649521,train
565839,test
488125,train
464217,test
515162,val
487133,val
554236,train
551606,val
576012,val
535823,train
636596,train
550322,test
540417,train
551775,test
634797,train
639198,val
487616,train
502907,train
487755,train
552699,test
634513,train
648837,val
642598,train
515011,test
649459,val
640328,train
487638,train
639102,train
516020,train
512745,test
640395,val
632397,train
642418,train
650962,train
643883,val
650158,test
490148,train
566234,train
634387,train
536164,train
566212,val
633199,train
647324,train
577095,val
645801,train
649504,train
640284,train
575871,train
649501,train
483069,val
622435,train
641100,train
